batch_id,sample_order,scale_order,scale_extra_order,size_stratum,repo_id,repo_name,language,stars,pr_id,pr_number,agent,created_at,merged_at,keyword_hit,task_type,task_confidence
sample100,70,,,,816422401,sysadminsmedia/homebox,Go,3368,3208934416,875,Copilot,2025-07-07T12:57:38Z,2025-07-07T15:24:26Z,fix,fix,10
sample100,71,,,,959682770,antiwork/gumroad,Ruby,6643,3158129787,357,Devin,2025-06-18T20:52:59Z,2025-06-18T21:27:11Z,fix,fix,10
sample100,72,,,,525592995,invoke-ai/InvokeAI,TypeScript,25600,3196917053,8185,Cursor,2025-07-02T19:05:42Z,2025-07-03T02:10:51Z,fix,fix,10
sample100,73,,,,39321023,prebid/Prebid.js,JavaScript,1467,3131315963,13336,OpenAI_Codex,2025-06-09T19:51:58Z,2025-06-09T21:03:57Z,fix,fix,8
sample100,74,,,,826168160,docling-project/docling,Python,34981,3219282636,1926,Copilot,2025-07-10T13:01:55Z,2025-07-11T07:52:15Z,fix,fix,10
sample100,75,,,,796633002,erpc/erpc,Go,518,3023165571,243,Devin,2025-04-27T15:50:37Z,2025-04-27T18:16:45Z,fix,fix,10
sample100,76,,,,400215964,novuhq/novu,TypeScript,37349,3247473826,8746,Cursor,2025-07-21T07:01:52Z,2025-07-21T07:34:06Z,fix,fix,10
sample100,77,,,,12974177,OpenHFT/Java-Thread-Affinity,Java,1854,3083507361,161,OpenAI_Codex,2025-05-22T14:03:42Z,2025-05-22T15:22:36Z,fix,fix,10
sample100,78,,,,959682770,antiwork/gumroad,Ruby,6643,3022371582,171,Devin,2025-04-26T22:25:15Z,2025-04-28T06:58:30Z,fix,fix,10
sample100,79,,,,680120071,microsoft/autogen,Python,48110,3199905484,6747,Copilot,2025-07-03T16:10:13Z,2025-07-06T06:32:50Z,fix,fix,10
sample100,80,,,,365739812,tldraw/tldraw,TypeScript,41090,3189455832,6352,Cursor,2025-06-30T18:25:27Z,2025-06-30T19:51:31Z,fix,fix,10
sample100,81,,,,50623416,parse-community/parse-dashboard,JavaScript,3773,3245682772,2930,OpenAI_Codex,2025-07-19T21:29:04Z,2025-07-19T23:53:46Z,fix,fix,10
sample100,82,,,,959682770,antiwork/gumroad,Ruby,6643,3250163733,665,Devin,2025-07-21T22:05:49Z,2025-07-21T22:18:51Z,fix,fix,9
sample100,83,,,,873328,getsentry/sentry,Python,41579,3173843128,94258,Cursor,2025-06-25T02:23:51Z,2025-06-25T06:20:56Z,fix,fix,10
sample100,84,,,,39321023,prebid/Prebid.js,JavaScript,1467,3135350518,13354,OpenAI_Codex,2025-06-11T03:18:08Z,2025-06-25T20:40:45Z,fix,fix,9
sample100,85,,,,959682770,antiwork/gumroad,Ruby,6643,3077422435,246,Devin,2025-05-20T15:24:14Z,2025-05-20T15:25:35Z,fix,fix,10
sample100,86,,,,923332984,ryokun6/ryos,TypeScript,558,3226570997,195,Cursor,2025-07-13T15:03:03Z,2025-07-13T15:04:26Z,fix,fix,10
sample100,87,,,,50623416,parse-community/parse-dashboard,JavaScript,3773,3216108781,2880,OpenAI_Codex,2025-07-09T14:14:12Z,2025-07-09T14:17:48Z,fix,fix,10
sample100,88,,,,710601088,crewAIInc/crewAI,Python,35096,2926341856,2396,Devin,2025-03-17T20:46:59Z,2025-03-20T16:17:27Z,fix,fix,10
sample100,89,,,,816422401,sysadminsmedia/homebox,Go,3368,3204148886,862,Copilot,2025-07-05T03:14:21Z,2025-07-05T03:44:21Z,fix,fix,10
sample100,90,,,,137811219,nrwl/nx-console,TypeScript,1370,3163213567,2579,Cursor,2025-06-20T12:46:01Z,2025-07-14T15:40:49Z,fix,fix,10
sample100,91,,,,39321023,prebid/Prebid.js,JavaScript,1467,3087415117,13157,OpenAI_Codex,2025-05-23T20:01:39Z,2025-05-27T18:43:30Z,fix,fix,9
sample100,92,,,,959682770,antiwork/gumroad,Ruby,6643,3171853392,419,Devin,2025-06-24T12:40:33Z,2025-06-24T14:58:03Z,fix,fix,10
scale200,,1,,large,552234230,gtg922r/obsidian-numerals,TypeScript,520,3099133512,102,Copilot,2025-05-29T04:19:54Z,2025-05-31T07:39:59Z,fix,fix,10
scale200,,2,,small,899766976,gensx-inc/gensx,TypeScript,504,3142449171,766,Cursor,2025-06-13T06:41:00Z,2025-06-13T16:35:09Z,fix,fix,10
scale200,,4,,small,923332984,ryokun6/ryos,TypeScript,558,3070146459,34,OpenAI_Codex,2025-05-17T01:27:19Z,2025-05-17T01:27:31Z,fix,fix,8
scale200,,5,,medium,221931137,celestiaorg/celestia-core,Go,531,3188256323,2095,Copilot,2025-06-30T12:11:41Z,2025-06-30T15:55:28Z,fix,fix,10
scale200,,6,,large,39321023,prebid/Prebid.js,JavaScript,1467,3199931387,13516,OpenAI_Codex,2025-07-03T16:21:30Z,2025-07-03T21:41:32Z,fix,fix,9
scale200,,7,,small,958026130,featureform/enrichmcp,Python,583,3179990938,97,OpenAI_Codex,2025-06-26T18:29:44Z,2025-06-26T18:30:07Z,fix,fix,10
scale200,,9,,large,166018537,elixir-lsp/vscode-elixir-ls,TypeScript,571,3149482482,485,OpenAI_Codex,2025-06-16T10:36:28Z,2025-06-16T11:23:02Z,fix,fix,10
scale200,,10,,small,873328,getsentry/sentry,Python,41579,3223703470,95356,Cursor,2025-07-11T17:29:00Z,2025-07-11T17:54:41Z,fix,fix,10
scale200,,11,,large,577492459,a16z/halmos,Python,917,3150510293,544,Copilot,2025-06-16T15:55:47Z,2025-06-16T22:16:42Z,fix,fix,10
scale200,,12,,medium,575321313,langbot-app/LangBot,Python,12782,3050491453,1376,Devin,2025-05-09T01:29:03Z,2025-05-09T01:40:09Z,fix,fix,10
scale200,,13,,large,137811219,nrwl/nx-console,TypeScript,1370,3199161790,2597,Cursor,2025-07-03T12:08:26Z,2025-07-14T14:14:28Z,fix,fix,10
scale200,,14,,small,816422401,sysadminsmedia/homebox,Go,3368,3223804257,892,Copilot,2025-07-11T18:17:10Z,2025-07-12T15:40:50Z,fix,fix,10
scale200,,16,,small,156734327,imbhargav5/rooks,TypeScript,3318,3249009388,1820,Cursor,2025-07-21T14:58:05Z,2025-07-21T14:58:32Z,fix,fix,10
scale200,,17,,medium,50623416,parse-community/parse-dashboard,JavaScript,3773,3225984823,2897,OpenAI_Codex,2025-07-13T01:00:03Z,2025-07-13T01:07:56Z,fix,fix,10
scale200,,19,,medium,689765175,different-ai/note-companion,TypeScript,696,2777347182,307,Devin,2025-01-09T09:52:11Z,2025-01-09T10:13:40Z,fix,fix,10
scale200,,20,,small,642497346,langfuse/langfuse,TypeScript,14483,3215171790,7763,Cursor,2025-07-09T09:20:31Z,2025-07-09T11:11:43Z,fix,fix,10
scale200,,21,,large,953558104,badtuxx/girus-cli,Go,2054,3124526035,96,OpenAI_Codex,2025-06-06T11:39:11Z,2025-06-06T11:52:32Z,fix,fix,10
scale200,,22,,large,978331188,microsoft/magentic-ui,Python,6674,3077668165,59,Copilot,2025-05-20T16:55:37Z,2025-05-20T21:07:01Z,fix,fix,9
scale200,,23,,medium,705022737,tegnike/aituber-kit,TypeScript,698,3046189274,383,Devin,2025-05-07T14:34:41Z,2025-05-07T15:40:10Z,fix,fix,9
scale200,,24,,small,881458615,browser-use/browser-use,Python,66661,3197149473,2260,Cursor,2025-07-02T20:51:36Z,2025-07-02T21:08:46Z,fix,fix,10
scale200,,25,,small,959682770,antiwork/gumroad,Ruby,6643,3201314532,558,Devin,2025-07-04T04:40:25Z,2025-07-04T05:17:07Z,fix,fix,10
scale200,,26,,medium,33373292,microsoft/ApplicationInsights-JS,TypeScript,671,3081407923,2547,Copilot,2025-05-21T21:03:55Z,2025-05-22T19:02:18Z,fix,fix,9
scale200,,27,,large,993521808,openai/openai-agents-js,TypeScript,925,3118916720,17,OpenAI_Codex,2025-06-04T19:39:01Z,2025-06-05T18:49:54Z,fix,fix,10
scale200,,28,,small,873328,getsentry/sentry,Python,41579,3163448583,93933,Cursor,2025-06-20T14:00:09Z,2025-06-20T17:32:53Z,fix,fix,9
scale200,,29,,medium,240394317,gbrayhan/microservices-go,Go,636,3197177312,41,OpenAI_Codex,2025-07-02T21:03:03Z,2025-07-02T21:03:32Z,fix,fix,10
scale200,,30,,large,265001214,tokens-studio/figma-plugin,TypeScript,1469,3259226951,3469,Copilot,2025-07-24T09:39:52Z,2025-07-25T06:48:11Z,fix,fix,10
scale200,,31,,medium,472313202,cornerstonejs/cornerstone3D,TypeScript,773,3000083193,2016,Devin,2025-04-16T15:57:55Z,2025-04-16T16:21:28Z,fix,fix,10
scale200,,32,,large,881458615,browser-use/browser-use,Python,66661,3228424652,2437,Cursor,2025-07-14T11:27:13Z,2025-07-14T11:40:37Z,fix,fix,9
scale200,,33,,small,50623416,parse-community/parse-dashboard,JavaScript,3773,3226970735,2899,OpenAI_Codex,2025-07-13T23:48:37Z,2025-07-13T23:51:56Z,fix,fix,10
scale200,,34,,small,471249443,haydenbleasel/ultracite,TypeScript,1537,3176063203,173,Copilot,2025-06-25T15:22:28Z,2025-06-25T15:38:47Z,fix,fix,10
scale200,,35,,medium,678526156,marimo-team/marimo,Python,14933,2895280316,3978,Devin,2025-03-04T19:53:38Z,2025-03-04T23:06:56Z,fix,fix,10
scale200,,36,,large,826170402,elizaOS/eliza,TypeScript,16507,3221471968,5529,Cursor,2025-07-11T04:23:25Z,2025-07-11T04:33:14Z,fix,fix,10
scale200,,37,,small,674225653,bruin-data/bruin,Go,962,3120335173,733,OpenAI_Codex,2025-06-05T08:35:45Z,2025-06-05T12:33:41Z,fix,fix,10
scale200,,39,,large,61973853,microsoft/vscode-mssql,TypeScript,1718,3221817850,19737,Copilot,2025-07-11T07:05:58Z,2025-07-11T22:34:54Z,fix,fix,10
scale200,,40,,medium,873328,getsentry/sentry,Python,41579,3216048319,95114,Cursor,2025-07-09T13:54:48Z,2025-07-09T14:14:18Z,fix,fix,10
scale200,,41,,large,39321023,prebid/Prebid.js,JavaScript,1467,3122448595,13287,OpenAI_Codex,2025-06-05T19:47:50Z,2025-06-18T14:14:52Z,fix,fix,9
scale200,,42,,small,134777298,microsoft/vscode-pull-request-github,TypeScript,2421,3168513490,7061,Copilot,2025-06-23T14:58:11Z,2025-06-25T17:16:09Z,fix,fix,10
scale200,,43,,small,283046497,airbytehq/airbyte,Python,19011,2888657963,54738,Devin,2025-03-01T06:34:25Z,2025-03-01T15:13:54Z,fix,fix,10
scale200,,44,,medium,525592995,invoke-ai/InvokeAI,TypeScript,25600,3210011863,8218,Cursor,2025-07-07T19:14:48Z,2025-07-07T20:37:43Z,fix,fix,10
scale200,,46,,medium,772283421,unsend-dev/unsend,TypeScript,1787,3265720375,189,Copilot,2025-07-26T14:13:22Z,2025-07-26T14:40:34Z,fix,fix,10
scale200,,47,,large,644715009,PromtEngineer/localGPT,Python,21751,3230910315,847,Devin,2025-07-15T06:05:34Z,2025-07-15T07:07:33Z,fix,fix,10
scale200,,48,,small,400215964,novuhq/novu,TypeScript,37349,3247646815,8749,Cursor,2025-07-21T08:10:12Z,2025-07-21T08:26:51Z,fix,fix,10
scale200,,50,,medium,460077424,PaloAltoNetworks/docusaurus-openapi-docs,TypeScript,937,3196178229,1193,OpenAI_Codex,2025-07-02T14:45:30Z,2025-07-02T14:56:18Z,fix,fix,10
scale200,,51,,large,136202695,mlflow/mlflow,Python,21402,3261572196,16878,Copilot,2025-07-25T00:16:23Z,2025-07-25T09:18:18Z,fix,fix,10
scale200,,52,,medium,365739812,tldraw/tldraw,TypeScript,41090,3240310398,6475,Cursor,2025-07-17T17:08:41Z,2025-07-17T17:09:03Z,fix,fix,10
scale200,,54,,large,826168160,docling-project/docling,Python,34981,3255564010,1975,Copilot,2025-07-23T09:06:47Z,2025-07-23T11:50:40Z,fix,fix,10
scale200,,55,,small,771479895,lingodotdev/lingo.dev,TypeScript,2784,3036715200,704,Devin,2025-05-02T19:42:05Z,2025-05-02T19:50:57Z,fix,fix,10
scale200,,56,,medium,923332984,ryokun6/ryos,TypeScript,558,3275521807,242,Cursor,2025-07-30T03:04:00Z,2025-07-30T03:08:25Z,fix,fix,10
scale200,,57,,large,39321023,prebid/Prebid.js,JavaScript,1467,3084593338,13134,OpenAI_Codex,2025-05-22T21:32:20Z,2025-05-23T11:31:02Z,fix,fix,8
scale200,,58,,small,710601088,crewAIInc/crewAI,Python,35096,2989761342,2588,Devin,2025-04-11T21:28:03Z,2025-04-14T12:55:23Z,fix,fix,10
scale200,,60,,medium,642497346,langfuse/langfuse,TypeScript,14483,3197264721,7640,Cursor,2025-07-02T21:42:20Z,2025-07-03T00:13:16Z,fix,fix,10
scale200,,62,,medium,296373527,pterm/pterm,Go,5194,3127628951,725,OpenAI_Codex,2025-06-07T22:54:20Z,2025-06-07T22:56:30Z,fix,fix,10
scale200,,63,,large,680120071,microsoft/autogen,Python,48110,3206203957,6752,Copilot,2025-07-06T06:56:32Z,2025-07-06T07:57:03Z,fix,fix,10
scale200,,64,,large,137811219,nrwl/nx-console,TypeScript,1370,3232744879,2616,Cursor,2025-07-15T15:30:49Z,2025-07-16T10:27:20Z,fix,fix,10
scale200,,65,,medium,50623416,parse-community/parse-dashboard,JavaScript,3773,3230296869,2902,OpenAI_Codex,2025-07-14T23:35:10Z,2025-07-14T23:39:22Z,fix,fix,10
scale200,,67,,small,398753576,pdfme/pdfme,TypeScript,3389,2895908746,804,Devin,2025-03-05T02:04:47Z,2025-03-05T02:09:47Z,fix,fix,10
scale200,,68,,large,156734327,imbhargav5/rooks,TypeScript,3318,3222833952,1799,Cursor,2025-07-11T12:58:00Z,2025-07-11T12:59:45Z,fix,fix,9
scale200,,69,,medium,19128760,leonteale/pentestpackage,Python,615,3156703833,19,OpenAI_Codex,2025-06-18T12:33:19Z,2025-06-18T12:33:32Z,fix,fix,10
scale200,,72,,medium,826170402,elizaOS/eliza,TypeScript,16507,3251622901,5660,Cursor,2025-07-22T08:15:46Z,2025-07-22T08:16:48Z,fix,fix,10
scale200,,73,,small,617269166,dropseed/plain,Python,619,3086671266,30,OpenAI_Codex,2025-05-23T14:59:35Z,2025-05-23T15:03:48Z,fix,fix,10
scale200,,74,,medium,839216423,liam-hq/liam,TypeScript,4194,3131994087,1957,Devin,2025-06-10T03:01:16Z,2025-06-10T05:14:58Z,fix,fix,10
scale200,,75,,large,274495425,remotion-dev/remotion,TypeScript,23319,3153881989,5406,Copilot,2025-06-17T15:15:39Z,2025-06-17T16:06:33Z,fix,fix,10
scale200,,76,,medium,873328,getsentry/sentry,Python,41579,3137099861,93325,Cursor,2025-06-11T14:41:45Z,2025-06-11T15:01:05Z,fix,fix,10
scale200,,77,,small,917358773,trycompai/comp,TypeScript,950,3177568555,1055,OpenAI_Codex,2025-06-26T03:09:37Z,2025-06-26T03:10:02Z,fix,fix,10
scale200,,78,,large,221931137,celestiaorg/celestia-core,Go,531,3137744193,1995,Copilot,2025-06-11T18:23:33Z,2025-06-12T11:43:53Z,fix,fix,10
scale200,,79,,small,44164233,OHIF/Viewers,TypeScript,3740,2775745278,4656,Devin,2025-01-08T15:55:38Z,2025-01-08T19:13:29Z,fix,fix,10
scale200,,80,,medium,873328,getsentry/sentry,Python,41579,3163875884,93946,Cursor,2025-06-20T16:47:23Z,2025-06-20T17:42:08Z,fix,fix,10
scale200,,81,,large,39321023,prebid/Prebid.js,JavaScript,1467,3147471163,13387,OpenAI_Codex,2025-06-15T12:34:14Z,2025-06-17T20:26:57Z,fix,fix,8
scale200,,84,,large,525592995,invoke-ai/InvokeAI,TypeScript,25600,3194300634,8175,Cursor,2025-07-02T02:24:15Z,2025-07-03T02:04:27Z,fix,fix,10
scale200,,85,,small,496005961,stanford-crfm/levanter,Python,628,3226629281,1057,OpenAI_Codex,2025-07-13T16:22:55Z,2025-07-13T16:23:07Z,fix,fix,10
scale200,,86,,medium,816422401,sysadminsmedia/homebox,Go,3368,3225483992,895,Copilot,2025-07-12T15:27:40Z,2025-07-12T17:36:22Z,fix,fix,10
scale200,,87,,large,922423439,jina-ai/node-DeepResearch,TypeScript,4693,2840370790,50,Devin,2025-02-09T01:39:48Z,2025-02-09T05:37:32Z,fix,fix,10
