batch_id,job_id,repo_id,repo_name,pr_id,pr_number,agent,revision,checkout_ref,base_sha,head_sha,language,codeql_language,codeql_version,query_suite,build_mode,build_command,comparison_status,status,attempts,retry_excluded,retry_excluded_reason
sample100,prebid_Prebid.js__pr-13275__before,39321023,prebid/Prebid.js,3121392248,13275,OpenAI_Codex,before,83a32ac2c47dd61406104e7a4f7b964795722b21,83a32ac2c47dd61406104e7a4f7b964795722b21,fc642db0dfb905ea696939b757e6d53d6d10f95e,JavaScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,prebid_Prebid.js__pr-13275__after,39321023,prebid/Prebid.js,3121392248,13275,OpenAI_Codex,after,fc642db0dfb905ea696939b757e6d53d6d10f95e,83a32ac2c47dd61406104e7a4f7b964795722b21,fc642db0dfb905ea696939b757e6d53d6d10f95e,JavaScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,erpc_erpc__pr-245__before,796633002,erpc/erpc,3023246654,245,Devin,before,2779b9362ee2c4c6e321b0693cded6e1f8a7dd4d,2779b9362ee2c4c6e321b0693cded6e1f8a7dd4d,66ef214e08249ec599468dd4b88793472e482afb,Go,go,2.23.2,security-and-quality,manual,go build ./...,compared,completed,1,,
sample100,erpc_erpc__pr-245__after,796633002,erpc/erpc,3023246654,245,Devin,after,66ef214e08249ec599468dd4b88793472e482afb,2779b9362ee2c4c6e321b0693cded6e1f8a7dd4d,66ef214e08249ec599468dd4b88793472e482afb,Go,go,2.23.2,security-and-quality,manual,go build ./...,compared,completed,1,,
sample100,gensx-inc_gensx__pr-893__before,899766976,gensx-inc/gensx,3249366603,893,Cursor,before,55b4a7574469cd0922f5aa9aae3f7a5956bcc312,55b4a7574469cd0922f5aa9aae3f7a5956bcc312,8160261764ec2aa5fadce470cec63d8c96967a20,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,gensx-inc_gensx__pr-893__after,899766976,gensx-inc/gensx,3249366603,893,Cursor,after,8160261764ec2aa5fadce470cec63d8c96967a20,55b4a7574469cd0922f5aa9aae3f7a5956bcc312,8160261764ec2aa5fadce470cec63d8c96967a20,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,valkey-io_valkey-glide__pr-4287__before,511141524,valkey-io/valkey-glide,3196952174,4287,Copilot,before,9a30067d9b97c5a02e2098c55ec7a068995d6325,9a30067d9b97c5a02e2098c55ec7a068995d6325,0e877660d7632f218aaf029b1f2dcd630ed37a2c,Java,java-kotlin,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,valkey-io_valkey-glide__pr-4287__after,511141524,valkey-io/valkey-glide,3196952174,4287,Copilot,after,0e877660d7632f218aaf029b1f2dcd630ed37a2c,9a30067d9b97c5a02e2098c55ec7a068995d6325,0e877660d7632f218aaf029b1f2dcd630ed37a2c,Java,java-kotlin,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,airbytehq_airbyte__pr-62941__before,283046497,airbytehq/airbyte,3223924413,62941,Claude_Code,before,0694a6b2a9f4cf41b4c1fbc60a176eaefb55ce3c,0694a6b2a9f4cf41b4c1fbc60a176eaefb55ce3c,27d8ccfbfd44f56dff10a5b2a01d79bf63ce930b,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,airbytehq_airbyte__pr-62941__after,283046497,airbytehq/airbyte,3223924413,62941,Claude_Code,after,27d8ccfbfd44f56dff10a5b2a01d79bf63ce930b,0694a6b2a9f4cf41b4c1fbc60a176eaefb55ce3c,27d8ccfbfd44f56dff10a5b2a01d79bf63ce930b,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,antiwork_gumroad__pr-576__before,959682770,antiwork/gumroad,3206789297,576,Devin,before,e6b06ec3e098527e64b6a92bd21896708ab18cd5,e6b06ec3e098527e64b6a92bd21896708ab18cd5,2dd9d4f183c42b02cdd2333164b2c74270435028,Ruby,ruby,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,antiwork_gumroad__pr-576__after,959682770,antiwork/gumroad,3206789297,576,Devin,after,2dd9d4f183c42b02cdd2333164b2c74270435028,e6b06ec3e098527e64b6a92bd21896708ab18cd5,2dd9d4f183c42b02cdd2333164b2c74270435028,Ruby,ruby,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,gtg922r_obsidian-numerals__pr-109__before,552234230,gtg922r/obsidian-numerals,3222558441,109,Cursor,before,f95f47b0285edccad00aa8304f85eceaec32ceb0,f95f47b0285edccad00aa8304f85eceaec32ceb0,8a00d65e803cffe4315e6ffc482d156af6073caa,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,gtg922r_obsidian-numerals__pr-109__after,552234230,gtg922r/obsidian-numerals,3222558441,109,Cursor,after,8a00d65e803cffe4315e6ffc482d156af6073caa,f95f47b0285edccad00aa8304f85eceaec32ceb0,8a00d65e803cffe4315e6ffc482d156af6073caa,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,primer_view_components__pr-3539__before,284805743,primer/view_components,3134908383,3539,Copilot,before,2e4c5872ed179cf94b42841411bacd7ba8aae729,2e4c5872ed179cf94b42841411bacd7ba8aae729,470825828c0e466a58cf63ff6e15266f26050ffd,Ruby,ruby,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,primer_view_components__pr-3539__after,284805743,primer/view_components,3134908383,3539,Copilot,after,470825828c0e466a58cf63ff6e15266f26050ffd,2e4c5872ed179cf94b42841411bacd7ba8aae729,470825828c0e466a58cf63ff6e15266f26050ffd,Ruby,ruby,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,Significant-Gravitas_AutoGPT__pr-10483__before,614765452,Significant-Gravitas/AutoGPT,3275609390,10483,Claude_Code,before,b9c7642cfc25d8c475d23b6332fb3286dfcfa584,b9c7642cfc25d8c475d23b6332fb3286dfcfa584,558aca8f6119bf3707253f5eb9a4c1086347b9e5,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,Significant-Gravitas_AutoGPT__pr-10483__after,614765452,Significant-Gravitas/AutoGPT,3275609390,10483,Claude_Code,after,558aca8f6119bf3707253f5eb9a4c1086347b9e5,b9c7642cfc25d8c475d23b6332fb3286dfcfa584,558aca8f6119bf3707253f5eb9a4c1086347b9e5,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,parse-community_parse-dashboard__pr-2918__before,50623416,parse-community/parse-dashboard,3239334576,2918,OpenAI_Codex,before,0ebd007c5159745fce6d270476f823155e4dc9f1,0ebd007c5159745fce6d270476f823155e4dc9f1,b03dd5f4d4325892ea159a778b3908edfd8085ca,JavaScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,parse-community_parse-dashboard__pr-2918__after,50623416,parse-community/parse-dashboard,3239334576,2918,OpenAI_Codex,after,b03dd5f4d4325892ea159a778b3908edfd8085ca,0ebd007c5159745fce6d270476f823155e4dc9f1,b03dd5f4d4325892ea159a778b3908edfd8085ca,JavaScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,different-ai_note-companion__pr-382__before,689765175,different-ai/note-companion,2959030715,382,Devin,before,2d73836f91dc10ea50498869cf0d6962b4e0b262,2d73836f91dc10ea50498869cf0d6962b4e0b262,8659fe650b65ed528da48971c2f8765b4461cced,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,different-ai_note-companion__pr-382__after,689765175,different-ai/note-companion,2959030715,382,Devin,after,8659fe650b65ed528da48971c2f8765b4461cced,2d73836f91dc10ea50498869cf0d6962b4e0b262,8659fe650b65ed528da48971c2f8765b4461cced,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,aldinokemal_go-whatsapp-web-multidevice__pr-334__before,457435290,aldinokemal/go-whatsapp-web-multidevice,3219378763,334,Cursor,before,561f2406483f654b529b657d34cb35bc7d4f3888,561f2406483f654b529b657d34cb35bc7d4f3888,f4ed8666bea3207091aad337d7f0f744ad367a13,Go,go,2.23.2,security-and-quality,manual,python scripts/codeql/go_build_in_dir.py src,compared,completed,1,,
sample100,aldinokemal_go-whatsapp-web-multidevice__pr-334__after,457435290,aldinokemal/go-whatsapp-web-multidevice,3219378763,334,Cursor,after,f4ed8666bea3207091aad337d7f0f744ad367a13,561f2406483f654b529b657d34cb35bc7d4f3888,f4ed8666bea3207091aad337d7f0f744ad367a13,Go,go,2.23.2,security-and-quality,manual,python scripts/codeql/go_build_in_dir.py src,compared,completed,1,,
sample100,elizaOS_eliza__pr-5490__before,826170402,elizaOS/eliza,3214876564,5490,Claude_Code,before,c0287ad36e3f4833532907055be2186e2b40801a,c0287ad36e3f4833532907055be2186e2b40801a,9fab87c771ca9e1e9853ad3ffb87b258dffc43e2,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,elizaOS_eliza__pr-5490__after,826170402,elizaOS/eliza,3214876564,5490,Claude_Code,after,9fab87c771ca9e1e9853ad3ffb87b258dffc43e2,c0287ad36e3f4833532907055be2186e2b40801a,9fab87c771ca9e1e9853ad3ffb87b258dffc43e2,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,valkey-io_valkey-glide__pr-4456__before,511141524,valkey-io/valkey-glide,3252984390,4456,Copilot,before,08dde850df2524996eb594ef632eeb523958081d,08dde850df2524996eb594ef632eeb523958081d,2f639ee9b415b3f78424038a49042610b43a79ba,Java,java-kotlin,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,valkey-io_valkey-glide__pr-4456__after,511141524,valkey-io/valkey-glide,3252984390,4456,Copilot,after,2f639ee9b415b3f78424038a49042610b43a79ba,08dde850df2524996eb594ef632eeb523958081d,2f639ee9b415b3f78424038a49042610b43a79ba,Java,java-kotlin,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,OpenPipe_ART__pr-164__before,946178371,OpenPipe/ART,3177251348,164,Cursor,before,091ca2c192536d40d4bbad6846735f99a40e0508,091ca2c192536d40d4bbad6846735f99a40e0508,c1039ac3526b3d3577c04472d6827dfef0f9f034,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,OpenPipe_ART__pr-164__after,946178371,OpenPipe/ART,3177251348,164,Cursor,after,c1039ac3526b3d3577c04472d6827dfef0f9f034,091ca2c192536d40d4bbad6846735f99a40e0508,c1039ac3526b3d3577c04472d6827dfef0f9f034,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,antiwork_gumroad__pr-674__before,959682770,antiwork/gumroad,3254680021,674,Devin,before,270faf3d5887628c33786f6f32db1cead5f212d8,270faf3d5887628c33786f6f32db1cead5f212d8,849643a355faf2f65e534518a6bb9d7e903b8d23,Ruby,ruby,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,antiwork_gumroad__pr-674__after,959682770,antiwork/gumroad,3254680021,674,Devin,after,849643a355faf2f65e534518a6bb9d7e903b8d23,270faf3d5887628c33786f6f32db1cead5f212d8,849643a355faf2f65e534518a6bb9d7e903b8d23,Ruby,ruby,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,mendableai_firecrawl__pr-1883__before,787076358,mendableai/firecrawl,3274969873,1883,Claude_Code,before,8d896424c9fb1643e135c2ffda2ec3dfcfe33124,8d896424c9fb1643e135c2ffda2ec3dfcfe33124,c4de7c5f3d39ec3c2cae60a6e67347f163d33269,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,mendableai_firecrawl__pr-1883__after,787076358,mendableai/firecrawl,3274969873,1883,Claude_Code,after,c4de7c5f3d39ec3c2cae60a6e67347f163d33269,8d896424c9fb1643e135c2ffda2ec3dfcfe33124,c4de7c5f3d39ec3c2cae60a6e67347f163d33269,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,robinkarlberg_transfer.zip-web__pr-38__before,641042935,robinkarlberg/transfer.zip-web,3219863351,38,OpenAI_Codex,before,7047dabcc413d8d8c57e7a67fd7a6b5862afd886,7047dabcc413d8d8c57e7a67fd7a6b5862afd886,0e767f14851cca61228fcf099cb08dace73606a9,JavaScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,robinkarlberg_transfer.zip-web__pr-38__after,641042935,robinkarlberg/transfer.zip-web,3219863351,38,OpenAI_Codex,after,0e767f14851cca61228fcf099cb08dace73606a9,7047dabcc413d8d8c57e7a67fd7a6b5862afd886,0e767f14851cca61228fcf099cb08dace73606a9,JavaScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,valkey-io_valkey-glide__pr-4462__before,511141524,valkey-io/valkey-glide,3255610089,4462,Copilot,before,d3c7513026d0abf05d5d1951b05dba8a550e9b85,d3c7513026d0abf05d5d1951b05dba8a550e9b85,b4966d875923fa732259fe0edbe737fd3b048061,Java,java-kotlin,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,valkey-io_valkey-glide__pr-4462__after,511141524,valkey-io/valkey-glide,3255610089,4462,Copilot,after,b4966d875923fa732259fe0edbe737fd3b048061,d3c7513026d0abf05d5d1951b05dba8a550e9b85,b4966d875923fa732259fe0edbe737fd3b048061,Java,java-kotlin,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,langbot-app_LangBot__pr-1397__before,575321313,langbot-app/LangBot,3058736038,1397,Devin,before,fd1b5d494e069674730b8064ee481666aa3dce4f,fd1b5d494e069674730b8064ee481666aa3dce4f,2f470c44c0a43c3c16279ce8ca2ca7216c4b91db,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,langbot-app_LangBot__pr-1397__after,575321313,langbot-app/LangBot,3058736038,1397,Devin,after,2f470c44c0a43c3c16279ce8ca2ca7216c4b91db,fd1b5d494e069674730b8064ee481666aa3dce4f,2f470c44c0a43c3c16279ce8ca2ca7216c4b91db,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,aldinokemal_go-whatsapp-web-multidevice__pr-338__before,457435290,aldinokemal/go-whatsapp-web-multidevice,3219850150,338,Cursor,before,c57e82af1d7e1f8811db2d066c99822fb220f08f,c57e82af1d7e1f8811db2d066c99822fb220f08f,f344b7c32dda11232ddc0ad7f9c88caca40beb35,Go,go,2.23.2,security-and-quality,manual,python scripts/codeql/go_build_in_dir.py src,compared,completed,1,,
sample100,aldinokemal_go-whatsapp-web-multidevice__pr-338__after,457435290,aldinokemal/go-whatsapp-web-multidevice,3219850150,338,Cursor,after,f344b7c32dda11232ddc0ad7f9c88caca40beb35,c57e82af1d7e1f8811db2d066c99822fb220f08f,f344b7c32dda11232ddc0ad7f9c88caca40beb35,Go,go,2.23.2,security-and-quality,manual,python scripts/codeql/go_build_in_dir.py src,compared,completed,1,,
sample100,elizaOS_eliza__pr-4935__before,826170402,elizaOS/eliza,3118662815,4935,Claude_Code,before,f181f381873366085e95b1cc02e5408efae65209,f181f381873366085e95b1cc02e5408efae65209,0bef1b9b0ebe9c9452b9fa700e72ebe789c8fe87,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,elizaOS_eliza__pr-4935__after,826170402,elizaOS/eliza,3118662815,4935,Claude_Code,after,0bef1b9b0ebe9c9452b9fa700e72ebe789c8fe87,f181f381873366085e95b1cc02e5408efae65209,0bef1b9b0ebe9c9452b9fa700e72ebe789c8fe87,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,primer_view_components__pr-3542__before,284805743,primer/view_components,3134961752,3542,Copilot,before,5a9d3e081e8bf3a92dd2f35fd603f06bc8ef93bc,5a9d3e081e8bf3a92dd2f35fd603f06bc8ef93bc,28aba9c1018fe8bb3d276aebe13dc2fd0658d8f4,Ruby,ruby,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,primer_view_components__pr-3542__after,284805743,primer/view_components,3134961752,3542,Copilot,after,28aba9c1018fe8bb3d276aebe13dc2fd0658d8f4,5a9d3e081e8bf3a92dd2f35fd603f06bc8ef93bc,28aba9c1018fe8bb3d276aebe13dc2fd0658d8f4,Ruby,ruby,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,marimo-team_marimo__pr-3729__before,678526156,marimo-team/marimo,2840161375,3729,Devin,before,7b1b782a6d1e1f0f9195ba8b30a3e9223119f85e,7b1b782a6d1e1f0f9195ba8b30a3e9223119f85e,b0fb21f87f85ebe1e5916a2c41ac86edae99ae0f,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,marimo-team_marimo__pr-3729__after,678526156,marimo-team/marimo,2840161375,3729,Devin,after,b0fb21f87f85ebe1e5916a2c41ac86edae99ae0f,7b1b782a6d1e1f0f9195ba8b30a3e9223119f85e,b0fb21f87f85ebe1e5916a2c41ac86edae99ae0f,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,aldinokemal_go-whatsapp-web-multidevice__pr-335__before,457435290,aldinokemal/go-whatsapp-web-multidevice,3219380097,335,Cursor,before,561f2406483f654b529b657d34cb35bc7d4f3888,561f2406483f654b529b657d34cb35bc7d4f3888,8f1ad6238895b070ba6ebb6ac38b513df8533920,Go,go,2.23.2,security-and-quality,manual,python scripts/codeql/go_build_in_dir.py src,compared,completed,1,,
sample100,aldinokemal_go-whatsapp-web-multidevice__pr-335__after,457435290,aldinokemal/go-whatsapp-web-multidevice,3219380097,335,Cursor,after,8f1ad6238895b070ba6ebb6ac38b513df8533920,561f2406483f654b529b657d34cb35bc7d4f3888,8f1ad6238895b070ba6ebb6ac38b513df8533920,Go,go,2.23.2,security-and-quality,manual,python scripts/codeql/go_build_in_dir.py src,compared,completed,1,,
sample100,robinkarlberg_transfer.zip-web__pr-33__before,641042935,robinkarlberg/transfer.zip-web,3203701912,33,OpenAI_Codex,before,822af706eb5e158d0892de79410b3d9e342d7a63,822af706eb5e158d0892de79410b3d9e342d7a63,63f2242201ffd64ff4ecd6e234d51e47fe7389fc,JavaScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,robinkarlberg_transfer.zip-web__pr-33__after,641042935,robinkarlberg/transfer.zip-web,3203701912,33,OpenAI_Codex,after,63f2242201ffd64ff4ecd6e234d51e47fe7389fc,822af706eb5e158d0892de79410b3d9e342d7a63,63f2242201ffd64ff4ecd6e234d51e47fe7389fc,JavaScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,antiwork_gumroad__pr-636__before,959682770,antiwork/gumroad,3231979057,636,Devin,before,795c79c1d0cb801e99cc0148fd4b9f05c22cecb0,795c79c1d0cb801e99cc0148fd4b9f05c22cecb0,dc19e31900a0fbd25d58d5c596f929833b12e73e,Ruby,ruby,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,antiwork_gumroad__pr-636__after,959682770,antiwork/gumroad,3231979057,636,Devin,after,dc19e31900a0fbd25d58d5c596f929833b12e73e,795c79c1d0cb801e99cc0148fd4b9f05c22cecb0,dc19e31900a0fbd25d58d5c596f929833b12e73e,Ruby,ruby,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,a16z_halmos__pr-551__before,577492459,a16z/halmos,3161413967,551,Copilot,before,acc4ab73d1358962b3f26422950bba50952a531a,acc4ab73d1358962b3f26422950bba50952a531a,2773efdb5f51695fb525b3d992f3ccf9f3ffbd72,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,a16z_halmos__pr-551__after,577492459,a16z/halmos,3161413967,551,Copilot,after,2773efdb5f51695fb525b3d992f3ccf9f3ffbd72,acc4ab73d1358962b3f26422950bba50952a531a,2773efdb5f51695fb525b3d992f3ccf9f3ffbd72,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,aldinokemal_go-whatsapp-web-multidevice__pr-336__before,457435290,aldinokemal/go-whatsapp-web-multidevice,3219513244,336,Cursor,before,f14598b060b48cf835fabd5333b099d12feb2013,f14598b060b48cf835fabd5333b099d12feb2013,5fc1a53c05e13f6426dcff97a7d23427432cbdfc,Go,go,2.23.2,security-and-quality,manual,python scripts/codeql/go_build_in_dir.py src,compared,completed,1,,
sample100,aldinokemal_go-whatsapp-web-multidevice__pr-336__after,457435290,aldinokemal/go-whatsapp-web-multidevice,3219513244,336,Cursor,after,5fc1a53c05e13f6426dcff97a7d23427432cbdfc,f14598b060b48cf835fabd5333b099d12feb2013,5fc1a53c05e13f6426dcff97a7d23427432cbdfc,Go,go,2.23.2,security-and-quality,manual,python scripts/codeql/go_build_in_dir.py src,compared,completed,1,,
sample100,OpenHFT_Java-Thread-Affinity__pr-173__before,12974177,OpenHFT/Java-Thread-Affinity,3085574693,173,OpenAI_Codex,before,4f0685a7d330cfb346e27de316e71d2c4ce3a9a5,4f0685a7d330cfb346e27de316e71d2c4ce3a9a5,67d5ad63340fef52b28a111aef0dbbce4e230db3,Java,java-kotlin,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,OpenHFT_Java-Thread-Affinity__pr-173__after,12974177,OpenHFT/Java-Thread-Affinity,3085574693,173,OpenAI_Codex,after,67d5ad63340fef52b28a111aef0dbbce4e230db3,4f0685a7d330cfb346e27de316e71d2c4ce3a9a5,67d5ad63340fef52b28a111aef0dbbce4e230db3,Java,java-kotlin,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,primer_view_components__pr-3518__before,284805743,primer/view_components,3122792815,3518,Copilot,before,63fe98e6610a54786794480edc5b1be626fb4c77,63fe98e6610a54786794480edc5b1be626fb4c77,b93adc2a2f7dd9b4664f47370cadd90707ed1a1e,Ruby,ruby,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,primer_view_components__pr-3518__after,284805743,primer/view_components,3122792815,3518,Copilot,after,b93adc2a2f7dd9b4664f47370cadd90707ed1a1e,63fe98e6610a54786794480edc5b1be626fb4c77,b93adc2a2f7dd9b4664f47370cadd90707ed1a1e,Ruby,ruby,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,tegnike_aituber-kit__pr-384__before,705022737,tegnike/aituber-kit,3046447638,384,Devin,before,368242d4356a89f231b0967cd4894eb23c036389,368242d4356a89f231b0967cd4894eb23c036389,76513969fdb15a73cb2f80e615b9b10e44d0fa0e,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,tegnike_aituber-kit__pr-384__after,705022737,tegnike/aituber-kit,3046447638,384,Devin,after,76513969fdb15a73cb2f80e615b9b10e44d0fa0e,368242d4356a89f231b0967cd4894eb23c036389,76513969fdb15a73cb2f80e615b9b10e44d0fa0e,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,getsentry_sentry__pr-93319__before,873328,getsentry/sentry,3136925045,93319,Cursor,before,7bc55ebabdf10443008b96967226e9acfea974ce,7bc55ebabdf10443008b96967226e9acfea974ce,040e5c5830f57d6aafe159179e772db7e4ae1a42,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,getsentry_sentry__pr-93319__after,873328,getsentry/sentry,3136925045,93319,Cursor,after,040e5c5830f57d6aafe159179e772db7e4ae1a42,7bc55ebabdf10443008b96967226e9acfea974ce,040e5c5830f57d6aafe159179e772db7e4ae1a42,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,prebid_Prebid.js__pr-13602__before,39321023,prebid/Prebid.js,3232013024,13602,OpenAI_Codex,before,23c07de17402a4c02cc480300fff200dec623f36,23c07de17402a4c02cc480300fff200dec623f36,596f433092a98449cb555b7ffad05679a3484a2e,JavaScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
sample100,prebid_Prebid.js__pr-13602__after,39321023,prebid/Prebid.js,3232013024,13602,OpenAI_Codex,after,596f433092a98449cb555b7ffad05679a3484a2e,23c07de17402a4c02cc480300fff200dec623f36,596f433092a98449cb555b7ffad05679a3484a2e,JavaScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
