repo_name,pr_number,pr_id,agent,language,base_sha,head_sha,codeql_version,query_suite,rule_id,rule_name,result_level,security_severity,problem_severity,rule_tags,rule_kind,is_security_alert,is_quality_alert,alert_category,quality_category,quality_taxonomy_version,severity,precision,cwe,file_path,location_class,start_line,fingerprint,match_method,fingerprint_method,fingerprint_ambiguity_n,lifecycle
crewAIInc/crewAI,2723,2489551645,Human,Python,f89c2bfb7e5479a07df32e0b8eb593c2f40cdd3e,fb5e164bf3c558e5157e923ee6c44b12826b77b7,2.23.2,security-and-quality,py/unused-local-variable,Unused local variable,,,recommendation,quality|maintainability|useless-code|external/cwe/cwe-563,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,very-high,CWE-563,tests/test_lite_agent.py,test,316,"{""primaryLocationLineHash"": ""6660686c0a67d1c2:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
bentoml/BentoML,5317,2455025552,Human,Python,316d60c064655cc4f5b5e317a9679bf28099fa27,9681f9bee9e31a71704b35e20ecafcdfe5d81ce8,2.23.2,security-and-quality,py/unsafe-cyclic-import,Module-level cyclic import,,,error,reliability|correctness|types,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,error,high,,src/bentoml/_internal/bento/build_config.py,production,27,"{""primaryLocationLineHash"": ""4ef9f5f42a2d662d:1"", ""primaryLocationStartColumnFingerprint"": ""39""}",fingerprint,fingerprint,1,introduced
AgentOps-AI/agentops,914,2448591120,Human,Python,453f3dc1be155e895137b4d357602fa6e6e8e093,cf14ef2522c08c3a3b795833c74442169bb90b34,2.23.2,security-and-quality,py/clear-text-logging-sensitive-data,Clear-text logging of sensitive information,,7.5,error,security|external/cwe/cwe-312|external/cwe/cwe-359|external/cwe/cwe-532,path-problem,true,false,security,,,7.5,high,CWE-312|CWE-359|CWE-532,agentops/sdk/core.py,production,131,"{""primaryLocationLineHash"": ""9295aa081a75b2ec:1"", ""primaryLocationStartColumnFingerprint"": ""13""}",fingerprint,fingerprint,1,introduced
sakaiproject/sakai,13683,2494027419,Human,Java,1c09038787bb67c37df60b64b9c182a93b92f67d,b903f741ef2d7042c632236f444898cdcf58ec17,2.23.2,security-and-quality,java/missing-override-annotation,Missing Override annotation,,,recommendation,quality|maintainability|readability,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,high,,sitestats/sitestats-impl/src/java/org/sakaiproject/sitestats/impl/StatsUpdateManagerImpl.java,production,101,"{""primaryLocationLineHash"": ""ff0a0f18f73214e:1"", ""primaryLocationStartColumnFingerprint"": ""8""}",fingerprint,fingerprint,1,introduced
sakaiproject/sakai,13683,2494027419,Human,Java,1c09038787bb67c37df60b64b9c182a93b92f67d,b903f741ef2d7042c632236f444898cdcf58ec17,2.23.2,security-and-quality,java/missing-override-annotation,Missing Override annotation,,,recommendation,quality|maintainability|readability,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,high,,sitestats/sitestats-impl/src/java/org/sakaiproject/sitestats/impl/StatsUpdateManagerImpl.java,production,101,"{""primaryLocationLineHash"": ""ff0a0f18f73214e:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
sakaiproject/sakai,13683,2494027419,Human,Java,1c09038787bb67c37df60b64b9c182a93b92f67d,b903f741ef2d7042c632236f444898cdcf58ec17,2.23.2,security-and-quality,java/uncaught-number-format-exception,Missing catch of NumberFormatException,,,recommendation,quality|reliability|error-handling|external/cwe/cwe-248,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,recommendation,high,CWE-248,sitestats/sitestats-tool/src/java/org/sakaiproject/sitestats/tool/wicket/components/SakaiNavigationToolBar.java,production,106,"{""primaryLocationLineHash"": ""f5104125dc56e907:1"", ""primaryLocationStartColumnFingerprint"": ""22""}",fingerprint,fingerprint,1,introduced
prebid/Prebid.js,12705,2304631547,Human,JavaScript,698ede8a1cca503d978095439d77df78931e24e6,b33b7a5b2e4218f6591600d973d4d776382ad73f,2.23.2,security-and-quality,js/automatic-semicolon-insertion,Semicolon insertion,,,recommendation,quality|maintainability|readability|language-features|statistical|non-attributable,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,very-high,,modules/appnexusBidAdapter.js,production,370,"{""primaryLocationLineHash"": ""f1a932d0fd1c75a9:1"", ""primaryLocationStartColumnFingerprint"": ""-6""}",fingerprint,fingerprint,1,introduced
yamadashy/repomix,418,2395034847,Human,TypeScript,023a2d61c00ef1393d15cabed160fbb7f174a9c9,d8a0b6351014a8939e4848399b5bfe2d80f264d6,2.23.2,security-and-quality,js/file-system-race,Potential file system race condition,,7.7,warning,security|external/cwe/cwe-367,problem,true,false,security,,,7.7,medium,CWE-367,src/mcp/tools/fileSystemReadFileTool.ts,production,67,"{""primaryLocationLineHash"": ""6a2dec4b032a314d:1"", ""primaryLocationStartColumnFingerprint"": ""26""}",fingerprint,fingerprint,1,introduced
microsoft/git,732,2376068511,Human,C,e7bb8dc302b18d876fb7cdca148b7f9b4725c636,84f94591d6d3a2a379dd24fcc40c30b90b9b2af3,2.23.2,security-and-quality,cpp/mistyped-function-arguments,Call to a function with one or more incompatible arguments,,,warning,correctness|maintainability,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,warning,medium,,compat/fsmonitor/fsm-listen-win32.c,production,118,"{""primaryLocationLineHash"": ""7b1e145d23ecd39a:1"", ""primaryLocationStartColumnFingerprint"": ""7""}",fingerprint,fingerprint,1,introduced
Scale3-Labs/langtrace,400,2376869573,Human,TypeScript,f8b029ef37f18453b527c4e1968892609b82fb05,afa82faac1c204cd8914a0ca1f1d4402fdcc18f9,2.23.2,security-and-quality,js/useless-assignment-to-local,Useless assignment to local variable,,,warning,quality|maintainability|useless-code|external/cwe/cwe-563,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,warning,very-high,CWE-563,lib/middleware/app.ts,production,54,"{""primaryLocationLineHash"": ""3f124125fc32286:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
unsend-dev/unsend,117,2397893359,Human,TypeScript,0a1d93ac60f3a30e443e41f700f27283d9d501e3,87be52b7f4d1e81f861892f8565d495347286336,2.23.2,security-and-quality,js/unused-local-variable,"Unused variable, import, function or class",,,recommendation,quality|maintainability|useless-code,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,very-high,,apps/web/src/server/service/ses-hook-parser.ts,production,1,"{""primaryLocationLineHash"": ""2e392ce75603ae8:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
zenml-io/zenml,3314,2295215962,Human,Python,259ee96103d4045040cd241d8b39c67da2df98ce,b0a290424c21b1d4cba7a2146a919522135047b9,2.23.2,security-and-quality,py/cyclic-import,Cyclic import,,,recommendation,reliability|maintainability|modularity,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,recommendation,high,,src/zenml/zen_stores/schemas/artifact_schemas.py,production,42,"{""primaryLocationLineHash"": ""9af5957ec76444cd:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
zenml-io/zenml,3314,2295215962,Human,Python,259ee96103d4045040cd241d8b39c67da2df98ce,b0a290424c21b1d4cba7a2146a919522135047b9,2.23.2,security-and-quality,py/cyclic-import,Cyclic import,,,recommendation,reliability|maintainability|modularity,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,recommendation,high,,src/zenml/analytics/context.py,production,32,"{""primaryLocationLineHash"": ""8ca5d0c7518cba4c:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
zenml-io/zenml,3314,2295215962,Human,Python,259ee96103d4045040cd241d8b39c67da2df98ce,b0a290424c21b1d4cba7a2146a919522135047b9,2.23.2,security-and-quality,py/cyclic-import,Cyclic import,,,recommendation,reliability|maintainability|modularity,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,recommendation,high,,src/zenml/zen_stores/schemas/pipeline_run_schemas.py,production,39,"{""primaryLocationLineHash"": ""e2b0bfb9ccc6d2df:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
zenml-io/zenml,3314,2295215962,Human,Python,259ee96103d4045040cd241d8b39c67da2df98ce,b0a290424c21b1d4cba7a2146a919522135047b9,2.23.2,security-and-quality,py/cyclic-import,Cyclic import,,,recommendation,reliability|maintainability|modularity,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,recommendation,high,,src/zenml/pipelines/run_utils.py,production,26,"{""primaryLocationLineHash"": ""f8bc98a594740715:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
zenml-io/zenml,3314,2295215962,Human,Python,259ee96103d4045040cd241d8b39c67da2df98ce,b0a290424c21b1d4cba7a2146a919522135047b9,2.23.2,security-and-quality,py/cyclic-import,Cyclic import,,,recommendation,reliability|maintainability|modularity,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,recommendation,high,,src/zenml/stack/stack.py,production,47,"{""primaryLocationLineHash"": ""321284816ab22b8a:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
zenml-io/zenml,3314,2295215962,Human,Python,259ee96103d4045040cd241d8b39c67da2df98ce,b0a290424c21b1d4cba7a2146a919522135047b9,2.23.2,security-and-quality,py/cyclic-import,Cyclic import,,,recommendation,reliability|maintainability|modularity,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,recommendation,high,,src/zenml/orchestrators/step_run_utils.py,production,31,"{""primaryLocationLineHash"": ""b770c69dc43a60d4:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
zenml-io/zenml,3314,2295215962,Human,Python,259ee96103d4045040cd241d8b39c67da2df98ce,b0a290424c21b1d4cba7a2146a919522135047b9,2.23.2,security-and-quality,py/unsafe-cyclic-import,Module-level cyclic import,,,error,reliability|correctness|types,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,error,high,,src/zenml/integrations/kubernetes/orchestrators/kube_utils.py,production,46,"{""primaryLocationLineHash"": ""8f56b69b9fff5801:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
zenml-io/zenml,3314,2295215962,Human,Python,259ee96103d4045040cd241d8b39c67da2df98ce,b0a290424c21b1d4cba7a2146a919522135047b9,2.23.2,security-and-quality,py/unsafe-cyclic-import,Module-level cyclic import,,,error,reliability|correctness|types,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,error,high,,src/zenml/config/pipeline_configurations.py,production,25,"{""primaryLocationLineHash"": ""d7372ef3abd23318:1"", ""primaryLocationStartColumnFingerprint"": ""30""}",fingerprint,fingerprint,1,introduced
zenml-io/zenml,3314,2295215962,Human,Python,259ee96103d4045040cd241d8b39c67da2df98ce,b0a290424c21b1d4cba7a2146a919522135047b9,2.23.2,security-and-quality,py/unused-global-variable,Unused global variable,,,recommendation,quality|maintainability|useless-code|external/cwe/cwe-563,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,high,CWE-563,src/zenml/zen_server/zen_server_api.py,production,323,"{""primaryLocationLineHash"": ""430ffab71890355b:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
box/box-ui-elements,4150,2607155075,Human,JavaScript,b228d8e48b31dad5045dedbbffa686abb33e2a08,bff26d4353ffe1561d7fdafcbe79f07b750ddd44,2.23.2,security-and-quality,js/implicit-operand-conversion,Implicit operand conversion,,,warning,quality|reliability|correctness|external/cwe/cwe-704,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,warning,very-high,CWE-704,src/elements/content-sidebar/__tests__/SidebarNavButton.test.js,test,116,"{""primaryLocationLineHash"": ""2defc651eb3ef142:1"", ""primaryLocationStartColumnFingerprint"": ""2""}",fingerprint,fingerprint,1,introduced
box/box-ui-elements,4150,2607155075,Human,JavaScript,b228d8e48b31dad5045dedbbffa686abb33e2a08,bff26d4353ffe1561d7fdafcbe79f07b750ddd44,2.23.2,security-and-quality,js/implicit-operand-conversion,Implicit operand conversion,,,warning,quality|reliability|correctness|external/cwe/cwe-704,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,warning,very-high,CWE-704,src/elements/content-sidebar/__tests__/SidebarNavButton.test.js,test,136,"{""primaryLocationLineHash"": ""a849f0cba29af5ef:1"", ""primaryLocationStartColumnFingerprint"": ""2""}",fingerprint,fingerprint,1,introduced
featureform/enrichmcp,41,2585293213,Human,Python,ee571f5fa930614152c368005c7492b68cda6329,b7fdb4fc97f98566f10a9d9e07062263703ebe78,2.23.2,security-and-quality,py/call/wrong-named-argument,Wrong name for an argument in a call,,,error,quality|reliability|correctness|external/cwe/cwe-628,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,error,very-high,CWE-628,examples/shop_api_sqlite/app.py,example,337,"{""primaryLocationLineHash"": ""839ce503ff7938a5:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
featureform/enrichmcp,41,2585293213,Human,Python,ee571f5fa930614152c368005c7492b68cda6329,b7fdb4fc97f98566f10a9d9e07062263703ebe78,2.23.2,security-and-quality,py/call/wrong-named-argument,Wrong name for an argument in a call,,,error,quality|reliability|correctness|external/cwe/cwe-628,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,error,very-high,CWE-628,examples/shop_api_sqlite/app.py,example,390,"{""primaryLocationLineHash"": ""af9eca8675ce220a:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
featureform/enrichmcp,41,2585293213,Human,Python,ee571f5fa930614152c368005c7492b68cda6329,b7fdb4fc97f98566f10a9d9e07062263703ebe78,2.23.2,security-and-quality,py/call/wrong-named-argument,Wrong name for an argument in a call,,,error,quality|reliability|correctness|external/cwe/cwe-628,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,error,very-high,CWE-628,examples/shop_api_sqlite/app.py,example,415,"{""primaryLocationLineHash"": ""824e853421a635c5:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
featureform/enrichmcp,41,2585293213,Human,Python,ee571f5fa930614152c368005c7492b68cda6329,b7fdb4fc97f98566f10a9d9e07062263703ebe78,2.23.2,security-and-quality,py/call/wrong-named-argument,Wrong name for an argument in a call,,,error,quality|reliability|correctness|external/cwe/cwe-628,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,error,very-high,CWE-628,examples/shop_api_sqlite/app.py,example,467,"{""primaryLocationLineHash"": ""af9eca8675ce220a:2"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
featureform/enrichmcp,41,2585293213,Human,Python,ee571f5fa930614152c368005c7492b68cda6329,b7fdb4fc97f98566f10a9d9e07062263703ebe78,2.23.2,security-and-quality,py/call/wrong-named-argument,Wrong name for an argument in a call,,,error,quality|reliability|correctness|external/cwe/cwe-628,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,error,very-high,CWE-628,examples/shop_api_sqlite/app.py,example,491,"{""primaryLocationLineHash"": ""839ce503ff7938a5:2"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
trycompai/comp,238,2430235639,Human,TypeScript,a5e178b213fea990885d8fbec48b1217dd22380b,cc3d32a9d6ab58b4e3ccb7e37737f1f243cb90f2,2.23.2,security-and-quality,js/unused-local-variable,"Unused variable, import, function or class",,,recommendation,quality|maintainability|useless-code,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,very-high,,apps/app/src/app/[locale]/(app)/(dashboard)/[orgId]/evidence/(overview)/components/evidence-assignee-chart.tsx,production,14,"{""primaryLocationLineHash"": ""297d60b493d906e2:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
