repo_name,pr_number,pr_id,agent,language,base_sha,head_sha,codeql_version,query_suite,rule_id,rule_name,result_level,security_severity,problem_severity,rule_tags,rule_kind,is_security_alert,is_quality_alert,alert_category,quality_category,quality_taxonomy_version,severity,precision,cwe,file_path,start_line,fingerprint,match_method,fingerprint_method,fingerprint_ambiguity_n,lifecycle
prebid/Prebid.js,13602,3232013024,OpenAI_Codex,JavaScript,23c07de17402a4c02cc480300fff200dec623f36,596f433092a98449cb555b7ffad05679a3484a2e,2.23.2,security-and-quality,js/useless-expression,Expression has no effect,,,warning,quality|maintainability|useless-code|external/cwe/cwe-480|external/cwe/cwe-561,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,warning,very-high,CWE-480|CWE-561,test/spec/modules/eclickBidAdapter_spec.js,79,"{""primaryLocationLineHash"": ""7f2801d2159f0d6e:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
prebid/Prebid.js,13602,3232013024,OpenAI_Codex,JavaScript,23c07de17402a4c02cc480300fff200dec623f36,596f433092a98449cb555b7ffad05679a3484a2e,2.23.2,security-and-quality,js/unneeded-defensive-code,Unneeded defensive code,,,recommendation,quality|maintainability|useless-code|external/cwe/cwe-570|external/cwe/cwe-571,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,very-high,CWE-570|CWE-571,modules/invibesBidAdapter.js,102,"{""primaryLocationLineHash"": ""f28464d7cc6182c:1"", ""primaryLocationStartColumnFingerprint"": ""35""}",fingerprint,fingerprint,1,introduced
prebid/Prebid.js,13602,3232013024,OpenAI_Codex,JavaScript,23c07de17402a4c02cc480300fff200dec623f36,596f433092a98449cb555b7ffad05679a3484a2e,2.23.2,security-and-quality,js/unneeded-defensive-code,Unneeded defensive code,,,recommendation,quality|maintainability|useless-code|external/cwe/cwe-570|external/cwe/cwe-571,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,very-high,CWE-570|CWE-571,modules/kargoBidAdapter.js,117,"{""primaryLocationLineHash"": ""96c0a9ca52395b42:1"", ""primaryLocationStartColumnFingerprint"": ""4""}",fingerprint,fingerprint,1,introduced
PromtEngineer/localGPT,853,3233722470,Devin,Python,3e3e83c41aef88b5208800c171f06fbb4b79d2a4,fb75541eb36e55a5b211a1ba2bbc500e2e6436fa,2.23.2,security-and-quality,py/unused-import,Unused import,,,recommendation,quality|maintainability|useless-code,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,very-high,,backend/database.py,5,"{""primaryLocationLineHash"": ""ef91d36798ff2d32:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
prebid/Prebid.js,13283,3121845520,OpenAI_Codex,JavaScript,aebf3b8599009d67f1729f2448f77928b1e6c5c0,a54f491ded608a309d2e82885ac2f1be0647754e,2.23.2,security-and-quality,js/loop-bound-injection,Loop bound injection,,7.5,warning,security|external/cwe/cwe-834|external/cwe/cwe-730,path-problem,true,false,security,,,7.5,high,CWE-730|CWE-834,gulpfile.js,298,"{""primaryLocationLineHash"": ""202068e7a15a6d66:1"", ""primaryLocationStartColumnFingerprint"": ""24""}",fingerprint,fingerprint,1,introduced
ryokun6/ryos,195,3226570997,Cursor,TypeScript,ac83f37171c02e1128db7003352124234f2733f5,be1b971124ead7141bd92958b214a0fd81465d64,2.23.2,security-and-quality,js/unused-local-variable,"Unused variable, import, function or class",,,recommendation,quality|maintainability|useless-code,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,very-high,,api/chat-rooms.js,117,"{""primaryLocationLineHash"": ""22c3de3f840ef7ff:1"", ""primaryLocationStartColumnFingerprint"": ""6""}",fingerprint,fingerprint,1,introduced
a16z/halmos,544,3150510293,Copilot,Python,92f02d7025c70b4db462633067ba0217c4aa68de,5534da03870cacf912394491c3e64972fe1deabd,2.23.2,security-and-quality,py/equals-hash-mismatch,Inconsistent equality and hashing,,,warning,quality|reliability|correctness|external/cwe/cwe-581,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,warning,very-high,CWE-581,src/halmos/config.py,213,"{""primaryLocationLineHash"": ""c8d9e28f78fbae4d:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
trycompai/comp,1055,3177568555,OpenAI_Codex,TypeScript,,,2.23.2,security-and-quality,js/unused-local-variable,"Unused variable, import, function or class",,,recommendation,quality|maintainability|useless-code,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,very-high,,apps/app/src/app/(app)/setup/components/OrganizationSetupForm.tsx,63,"{""primaryLocationLineHash"": ""90e0011b839b9280:1"", ""primaryLocationStartColumnFingerprint"": ""6""}",fingerprint,fingerprint,1,introduced
prebid/Prebid.js,13601,3231983313,OpenAI_Codex,JavaScript,,,2.23.2,security-and-quality,js/automatic-semicolon-insertion,Semicolon insertion,,,recommendation,quality|maintainability|readability|language-features|statistical|non-attributable,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,very-high,,test/spec/modules/pubmaticRtdProvider_spec.js,1418,"{""primaryLocationLineHash"": ""a3e786ed981bb41:1"", ""primaryLocationStartColumnFingerprint"": ""-16""}",fingerprint,fingerprint,1,introduced
novuhq/novu,8563,3165818046,Cursor,TypeScript,c8028dc6503f3af7cd92583661bf49c875c88ea8,640cf0f9da09b01690a76ebeeb707b0d4c2ae259,2.23.2,security-and-quality,js/unused-local-variable,"Unused variable, import, function or class",,,recommendation,quality|maintainability|useless-code,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,very-high,,apps/dashboard/src/components/workflow-editor/workflow-canvas.tsx,24,"{""primaryLocationLineHash"": ""a8c2fd2e9e1453c1:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
langfuse/langfuse,7731,3209290574,Cursor,TypeScript,da23a5ad0b55ed41ff0dc7e1ce210ef291e032ae,4050d0f7246deb729e374d2ce96f4ce3812e4bdf,2.23.2,security-and-quality,js/redundant-operation,Identical operands,,,warning,quality|reliability|correctness|external/cwe/cwe-480|external/cwe/cwe-561,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,warning,very-high,CWE-480|CWE-561,web/src/features/prompts/components/SetPromptVersionLabels/index.tsx,121,"{""primaryLocationLineHash"": ""af4d1f236a5ca8ec:1"", ""primaryLocationStartColumnFingerprint"": ""1""}",fingerprint,fingerprint,1,introduced
gofiber/fiber,3494,3100296885,OpenAI_Codex,Go,09d9e169b2c493492986648bf4d4358ea2aaa3e4,a95fcc665aba00319a0b087df99a1e09e2d70bee,2.23.2,security-and-quality,go/request-forgery,Uncontrolled data used in network request,,9.1,error,security|external/cwe/cwe-918,path-problem,true,false,security,,,9.1,high,CWE-918,middleware/proxy/proxy.go,81,"{""primaryLocationLineHash"": ""8929369d720db762:1"", ""primaryLocationStartColumnFingerprint"": ""23""}",fingerprint,fingerprint,1,introduced
crewAIInc/crewAI,2476,2949364196,Devin,Python,0b58911153a545c495ed3667933d7ec01c097217,3deeba4cab96727c8ba2e2405a08c466f5b2b3fe,2.23.2,security-and-quality,py/unused-local-variable,Unused local variable,,,recommendation,quality|maintainability|useless-code|external/cwe/cwe-563,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,very-high,CWE-563,tests/test_multimodal_validation.py,46,"{""primaryLocationLineHash"": ""f32c1ba13d16c0a8:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
prebid/Prebid.js,13333,3130913935,OpenAI_Codex,JavaScript,859464422f39bb71a8e8bf9231cac3f9bdf65d8d,9d579727d56aa2344edbffbfcf0ba55874b28f7c,2.23.2,security-and-quality,js/automatic-semicolon-insertion,Semicolon insertion,,,recommendation,quality|maintainability|readability|language-features|statistical|non-attributable,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,very-high,,modules/lemmaDigitalBidAdapter.js,551,"{""primaryLocationLineHash"": ""21110f7cbf676b03:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
docling-project/docling,1928,3219667345,Copilot,Python,ec971bbe684fe504ca3a2c3a3f2939c5236af051,2247dbb86fa30d1311694cc4ef0dadf6444c8ca3,2.23.2,security-and-quality,py/empty-except,Empty except,,,recommendation,quality|reliability|error-handling|external/cwe/cwe-390,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,recommendation,high,CWE-390,docling/backend/pdf_backend.py,70,"{""primaryLocationLineHash"": ""caa861a1d2ce0cf7:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
ryokun6/ryos,166,3190107575,Cursor,TypeScript,23c703f63d879b2681c650afb7afdbd7c2e7f385,4fc73caaaaf0941e796dd9b8030eecf7c388f4b9,2.23.2,security-and-quality,js/double-escaping,Double escaping or unescaping,,7.8,warning,correctness|security|external/cwe/cwe-116|external/cwe/cwe-020,problem,true,false,security,,,7.8,high,CWE-020|CWE-116,src/apps/chats/components/ChatMessages.tsx,73,"{""primaryLocationLineHash"": ""b2f1566564b372b:1"", ""primaryLocationStartColumnFingerprint"": ""7""}",fingerprint,fingerprint,1,introduced
novuhq/novu,8613,3191190245,Cursor,TypeScript,26eab67cb4d6b1dc0e6ab011e6e044b6424cc9e9,58bde37a68dbb60626584e806785f904e21169f5,2.23.2,security-and-quality,js/trivial-conditional,Useless conditional,,,warning,quality|reliability|correctness|external/cwe/cwe-570|external/cwe/cwe-571,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,warning,very-high,CWE-570|CWE-571,apps/dashboard/src/components/workflow-editor/test-workflow/test-workflow-drawer.tsx,133,"{""primaryLocationLineHash"": ""14e82a6a164f2f2e:1"", ""primaryLocationStartColumnFingerprint"": ""26""}",fingerprint,fingerprint,1,introduced
calcom/cal.com,20604,2979168546,Devin,TypeScript,c2fd990504e838703ccd49c9d152e728f26074a7,c613c745109e772b5bb6810582744e1469fdc9f7,2.23.2,security-and-quality,js/unused-local-variable,"Unused variable, import, function or class",,,recommendation,quality|maintainability|useless-code,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,very-high,,packages/features/users/components/UserTable/UserListTable.tsx,159,"{""primaryLocationLineHash"": ""8271ed0255b91ebf:1"", ""primaryLocationStartColumnFingerprint"": ""6""}",fingerprint,fingerprint,1,introduced
different-ai/note-companion,308,2777961937,Devin,TypeScript,be13d9317424878eb56cb4a0a02c78bb7b552bb1,3d6a27cea08b57b3972e587e093d889cbcfbf5c6,2.23.2,security-and-quality,js/unused-local-variable,"Unused variable, import, function or class",,,recommendation,quality|maintainability|useless-code,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,very-high,,packages/web/app/api/(newai)/chat/route.ts,31,"{""primaryLocationLineHash"": ""2cde234795459dc8:1"", ""primaryLocationStartColumnFingerprint"": ""7""}",fingerprint,fingerprint,1,introduced
bentoml/BentoML,5171,2771851179,Devin,Python,425239d8bb547945a38209490ec181a01ce786cc,b549adcfeb3ec2fb849929692848a777fc1be522,2.23.2,security-and-quality,py/ineffectual-statement,Statement has no effect,,,recommendation,quality|maintainability|useless-code|external/cwe/cwe-561,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,high,CWE-561,src/_bentoml_impl/server/app.py,328,"{""primaryLocationLineHash"": ""ef93bd2e0e5b5ca2:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
browser-use/browser-use,2535,3260366203,Cursor,Python,ae1d9b956d6fc04322dd09434f8a2b8fe45425b3,cbbfe956db9c7d725a7e49bc94a280263bd5b060,2.23.2,security-and-quality,py/unused-local-variable,Unused local variable,,,recommendation,quality|maintainability|useless-code|external/cwe/cwe-563,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,very-high,CWE-563,examples/file_system/alphabet_earnings.py,49,"{""primaryLocationLineHash"": ""fe39ef4ad925bdb5:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
yoshiko-pg/difit,61,3250746691,Claude_Code,TypeScript,bc7d1fcc53b4359061d6800bbe3f645ae0ea0934,10c1feb6d50f1cbc78538a2849591e536e32e917,2.23.2,security-and-quality,js/log-injection,Log injection,,6.1,error,security|external/cwe/cwe-117,path-problem,true,false,security,,,6.1,medium,CWE-117,src/server/server.ts,181,"{""primaryLocationLineHash"": ""f4aa50797d168ef4:1"", ""primaryLocationStartColumnFingerprint"": ""12""}",fingerprint,fingerprint,1,introduced
imbhargav5/rooks,1833,3252061066,Cursor,TypeScript,01ea5b90f6aff28ae1bba619d2a3ffb9015391c5,6cf57968e364bffd140708b7d88e0ce965bb6466,2.23.2,security-and-quality,js/react/unused-or-undefined-state-property,Unused or undefined state property,,,warning,quality|reliability|correctness|frameworks/react,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,warning,high,,packages/rooks/src/__tests__/useSuspenseNavigatorUserAgentData.spec.tsx,215,"{""primaryLocationLineHash"": ""c9d7dbc169a30173:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
imbhargav5/rooks,1833,3252061066,Cursor,TypeScript,01ea5b90f6aff28ae1bba619d2a3ffb9015391c5,6cf57968e364bffd140708b7d88e0ce965bb6466,2.23.2,security-and-quality,js/react/unused-or-undefined-state-property,Unused or undefined state property,,,warning,quality|reliability|correctness|frameworks/react,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,warning,high,,packages/rooks/src/__tests__/useSuspenseNavigatorUserAgentData.spec.tsx,255,"{""primaryLocationLineHash"": ""c9d7dbc169a30173:2"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
prebid/Prebid.js,13641,3250185798,OpenAI_Codex,JavaScript,68df5e57b9ee8d9cb242d23deacc8984e09399e0,274b2773849144b23b65d9465d8a354c9b5feb3f,2.23.2,security-and-quality,js/automatic-semicolon-insertion,Semicolon insertion,,,recommendation,quality|maintainability|readability|language-features|statistical|non-attributable,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,very-high,,modules/adxcgBidAdapter.js,129,"{""primaryLocationLineHash"": ""ab3d589a6e1e57f3:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
OpenPipe/ART,152,3115315767,OpenAI_Codex,Python,b3b8260c7fbfc37260214c4e36c2edf5001344a0,f27a10f08f6a46a75570f318997240b53a5d6ba3,2.23.2,security-and-quality,py/catch-base-exception,Except block handles 'BaseException',,,recommendation,quality|reliability|error-handling|external/cwe/cwe-396,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,recommendation,very-high,CWE-396,src/art/local/vllm.py,70,"{""primaryLocationLineHash"": ""d9b87e08a847a323:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
mlflow/mlflow,16442,3173971926,Claude_Code,Python,39a26815c059e352c6bc09fa23d1f5d3a99e545d,3068f9eb19a127f86fe4b25fbb9ef94bcf29c666,2.23.2,security-and-quality,py/cyclic-import,Cyclic import,,,recommendation,reliability|maintainability|modularity,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,recommendation,high,,mlflow/store/artifact/models_artifact_repo.py,1,"{""primaryLocationLineHash"": ""a9bcf51a630c0ea3:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
openai/openai-agents-python,923,3169467908,OpenAI_Codex,Python,91c62c1dea97d02ad4974947e572d634d42496d1,c63bc73f36533b795c0f1d605f4ade9d7027bcf2,2.23.2,security-and-quality,py/unsafe-cyclic-import,Module-level cyclic import,,,error,reliability|correctness|types,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,error,high,,src/agents/_run_impl.py,70,"{""primaryLocationLineHash"": ""35e442906a4e01f8:1"", ""primaryLocationStartColumnFingerprint"": ""27""}",fingerprint,fingerprint,1,introduced
openai/openai-agents-python,923,3169467908,OpenAI_Codex,Python,91c62c1dea97d02ad4974947e572d634d42496d1,c63bc73f36533b795c0f1d605f4ade9d7027bcf2,2.23.2,security-and-quality,py/unsafe-cyclic-import,Module-level cyclic import,,,error,reliability|correctness|types,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,error,high,,src/agents/_run_impl.py,70,"{""primaryLocationLineHash"": ""35e442906a4e01f8:1"", ""primaryLocationStartColumnFingerprint"": ""47""}",fingerprint,fingerprint,1,introduced
openai/openai-agents-python,923,3169467908,OpenAI_Codex,Python,91c62c1dea97d02ad4974947e572d634d42496d1,c63bc73f36533b795c0f1d605f4ade9d7027bcf2,2.23.2,security-and-quality,py/unsafe-cyclic-import,Module-level cyclic import,,,error,reliability|correctness|types,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,error,high,,src/agents/_run_impl.py,72,"{""primaryLocationLineHash"": ""dd4fe884a4b61dcb:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
openai/openai-agents-python,923,3169467908,OpenAI_Codex,Python,91c62c1dea97d02ad4974947e572d634d42496d1,c63bc73f36533b795c0f1d605f4ade9d7027bcf2,2.23.2,security-and-quality,py/unsafe-cyclic-import,Module-level cyclic import,,,error,reliability|correctness|types,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,error,high,,src/agents/_run_impl.py,73,"{""primaryLocationLineHash"": ""3869f287654905a1:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
openai/openai-agents-python,923,3169467908,OpenAI_Codex,Python,91c62c1dea97d02ad4974947e572d634d42496d1,c63bc73f36533b795c0f1d605f4ade9d7027bcf2,2.23.2,security-and-quality,py/unsafe-cyclic-import,Module-level cyclic import,,,error,reliability|correctness|types,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,error,high,,src/agents/agent.py,19,"{""primaryLocationLineHash"": ""867659e06a0b3523:1"", ""primaryLocationStartColumnFingerprint"": ""30""}",fingerprint,fingerprint,1,introduced
openai/openai-agents-python,923,3169467908,OpenAI_Codex,Python,91c62c1dea97d02ad4974947e572d634d42496d1,c63bc73f36533b795c0f1d605f4ade9d7027bcf2,2.23.2,security-and-quality,py/unsafe-cyclic-import,Module-level cyclic import,,,error,reliability|correctness|types,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,error,high,,src/agents/run.py,27,"{""primaryLocationLineHash"": ""4634ad281270afc0:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
openai/openai-agents-python,923,3169467908,OpenAI_Codex,Python,91c62c1dea97d02ad4974947e572d634d42496d1,c63bc73f36533b795c0f1d605f4ade9d7027bcf2,2.23.2,security-and-quality,py/unsafe-cyclic-import,Module-level cyclic import,,,error,reliability|correctness|types,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,error,high,,src/agents/run.py,28,"{""primaryLocationLineHash"": ""1589f1cf7939ec34:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
openai/openai-agents-python,923,3169467908,OpenAI_Codex,Python,91c62c1dea97d02ad4974947e572d634d42496d1,c63bc73f36533b795c0f1d605f4ade9d7027bcf2,2.23.2,security-and-quality,py/unsafe-cyclic-import,Module-level cyclic import,,,error,reliability|correctness|types,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,error,high,,src/agents/run.py,29,"{""primaryLocationLineHash"": ""4a4d2b6ae47b419:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
openai/openai-agents-python,923,3169467908,OpenAI_Codex,Python,91c62c1dea97d02ad4974947e572d634d42496d1,c63bc73f36533b795c0f1d605f4ade9d7027bcf2,2.23.2,security-and-quality,py/unsafe-cyclic-import,Module-level cyclic import,,,error,reliability|correctness|types,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,error,high,,src/agents/run.py,31,"{""primaryLocationLineHash"": ""896af703eb422264:1"", ""primaryLocationStartColumnFingerprint"": ""23""}",fingerprint,fingerprint,2,introduced
openai/openai-agents-python,923,3169467908,OpenAI_Codex,Python,91c62c1dea97d02ad4974947e572d634d42496d1,c63bc73f36533b795c0f1d605f4ade9d7027bcf2,2.23.2,security-and-quality,py/unsafe-cyclic-import,Module-level cyclic import,,,error,reliability|correctness|types,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,error,high,,src/agents/run.py,31,"{""primaryLocationLineHash"": ""896af703eb422264:1"", ""primaryLocationStartColumnFingerprint"": ""39""}",fingerprint,fingerprint,2,introduced
openai/openai-agents-python,923,3169467908,OpenAI_Codex,Python,91c62c1dea97d02ad4974947e572d634d42496d1,c63bc73f36533b795c0f1d605f4ade9d7027bcf2,2.23.2,security-and-quality,py/unsafe-cyclic-import,Module-level cyclic import,,,error,reliability|correctness|types,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,error,high,,src/agents/run.py,31,"{""primaryLocationLineHash"": ""896af703eb422264:1"", ""primaryLocationStartColumnFingerprint"": ""61""}",fingerprint,fingerprint,2,introduced
